order_id,shipment_id,usps_tracking_number,quantity,cost_of_goods,shipping_handling_costs
7813055,,93748896910904960087199013,3,101.25,0
7813055,,93748896910904960087199013,3,101.25,0
7813055,,93748896910904960087199013,3,101.25,0
7813055,,93748896910904960087199013,3,101.25,0
7813055,,93748896910904960087199013,3,101.25,0
7813055,,93748896910904960087199013,3,101.25,0
